City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
393,lengshuitan,88,CN,1562718276,89,26.41,111.6,70.43,0.72
394,babu,100,CN,1562718276,98,23.23,104.89,63.77,1.41
395,tuatapere,100,NZ,1562718277,97,-46.13,167.69,46.0,1.99
396,saint-ambroise,40,CA,1562718013,36,48.56,-71.32,75.2,4.7
397,ossora,73,RU,1562718277,53,59.24,163.07,71.15,7.72
398,turmalina,0,BR,1562718277,95,-17.29,-42.73,50.09,4.03
399,nyurba,38,RU,1562718277,64,63.29,118.35,72.41,5.3
400,eureka,90,US,1562718165,87,40.8,-124.16,66.2,3.36
401,bandundu,0,CD,1562718278,56,-3.32,17.38,73.31,3.51
402,marsa matruh,20,EG,1562718278,94,31.35,27.25,77.0,8.05
403,aipe,75,CO,1562718279,42,3.22,-75.24,86.0,10.29
404,djibo,100,BF,1562718279,50,14.1,-1.63,81.77,6.85
405,mahudha,20,IN,1562718279,78,22.82,72.94,84.2,10.29
406,touros,75,BR,1562718279,83,-5.2,-35.46,78.8,10.29
407,nusaybin,0,TR,1562718280,27,37.08,41.21,87.8,11.41
408,manzanillo,75,MX,1562718250,74,19.05,-104.32,86.0,11.41
409,igrim,13,RU,1562718043,68,63.19,64.42,51.17,5.26
410,haizhou,50,CN,1562718280,74,34.58,119.13,74.21,3.89
411,kang,0,BW,1562718281,35,-23.67,22.79,48.65,5.91
412,jensen beach,75,US,1562718281,69,27.25,-80.23,84.99,11.41
413,giddalur,97,IN,1562718281,59,15.38,78.93,81.95,14.09
414,liuzhou,100,CN,1562718281,91,24.32,109.41,69.89,2.1
415,bedford,20,US,1562718282,52,32.84,-97.14,96.01,13.87
416,pedernales,57,EC,1562718282,82,0.07,-80.05,74.93,10.13
417,umm kaddadah,75,SD,1562718282,38,13.6,26.69,86.99,13.04
418,cache creek,40,CA,1562718282,43,50.81,-121.33,87.8,9.17
419,zwedru,83,LR,1562718283,99,6.07,-8.13,68.81,3.53
420,yulara,0,AU,1562718283,42,-25.24,130.99,48.2,3.36
421,filadelfia,0,PY,1562718283,48,-22.35,-60.04,71.33,10.22
422,baruun-urt,0,MN,1562718283,51,46.68,113.28,71.15,8.01
423,dukat,16,AL,1562718284,66,40.25,19.57,75.99,3.78
424,hammerfest,0,NO,1562717992,93,70.66,23.68,44.6,11.41
425,flinders,0,AU,1562718284,71,-34.58,150.85,57.0,11.41
426,dingle,24,PH,1562718285,76,11.0,122.67,80.69,3.47
427,killybegs,100,IE,1562718285,88,54.63,-8.45,61.0,4.0
428,garissa,61,KE,1562718285,76,-0.46,39.64,73.85,17.05
429,abha,5,SA,1562718285,49,18.22,42.5,69.8,3.13
430,kontagora,87,NG,1562718286,92,10.4,5.47,72.41,5.35
431,tahe,63,CN,1562718286,49,52.34,124.71,74.03,2.68
432,mount isa,90,AU,1562718286,40,-20.73,139.49,68.0,11.41
433,starkville,1,US,1562718034,66,33.45,-88.82,93.2,3.36
434,mirpur sakro,75,PK,1562718287,74,24.55,67.63,86.0,8.05
435,isangel,40,VU,1562718287,53,-19.55,169.27,77.0,11.41
436,gorontalo,54,ID,1562718058,81,0.54,123.06,78.89,1.86
437,esso,99,RU,1562718287,74,55.93,158.7,52.43,5.66
438,rock sound,0,BS,1562718288,74,24.9,-76.2,83.75,11.88
439,nome,1,US,1562718288,79,30.04,-94.42,91.99,6.93
440,san jeronimo,7,PE,1562718288,93,-13.65,-73.37,44.87,2.93
441,ahuimanu,20,US,1562718289,83,21.44,-157.84,89.6,13.87
442,acapulco,75,MX,1562718289,70,16.86,-99.88,87.8,5.82
443,margate,75,AU,1562718289,66,-43.03,147.26,54.0,10.29
444,cochrane,96,CL,1562718289,98,-47.25,-72.57,34.07,3.58
445,paita,0,PE,1562718220,90,-5.09,-81.11,64.13,16.06
446,biloela,69,AU,1562718290,67,-24.4,150.51,62.87,1.83
447,marabba,64,SD,1562718290,53,12.35,32.18,83.39,9.37
448,aykhal,0,RU,1562718290,55,65.95,111.51,66.2,6.71
449,jorpeland,0,NO,1562718291,93,59.02,6.04,55.0,3.36
450,sorland,70,NO,1562718291,81,67.67,12.69,51.53,17.85
451,khambhat,40,IN,1562718292,89,22.32,72.62,84.2,13.87
452,lata,98,IN,1562718292,96,30.78,78.62,46.31,1.34
453,pisco,90,PE,1562718292,30,-13.71,-76.2,71.6,11.41
454,haverfordwest,98,GB,1562718293,88,51.8,-4.97,62.6,9.17
455,ban nahin,100,LA,1562718293,97,18.24,104.21,74.75,2.33
456,boma,100,GH,1562718293,92,7.08,-2.17,69.53,2.35
457,dhidhdhoo,100,MV,1562718294,75,6.88,73.1,82.49,3.0
458,pocinhos,0,BR,1562718294,83,-7.08,-36.06,69.8,5.82
459,phalodi,29,IN,1562718294,69,27.13,72.36,81.95,23.17
460,belyy yar,0,RU,1562718294,93,53.6,91.39,64.4,2.24
461,padang,50,ID,1562718295,82,-0.92,100.36,81.77,9.37
462,trinidad,0,BO,1562718177,69,-14.83,-64.9,80.6,2.39
463,maragogi,14,BR,1562718023,94,-9.01,-35.22,70.43,3.11
464,lorengau,96,PG,1562718295,77,-2.02,147.27,81.05,6.04
465,kindu,80,CD,1562718295,92,-2.95,25.92,69.89,1.59
466,muros,75,ES,1562718296,100,42.77,-9.06,71.01,5.82
467,dawei,100,MM,1562718296,76,14.07,98.19,82.67,10.04
468,mamburao,47,PH,1562718296,75,13.22,120.6,81.77,6.67
469,asyut,0,EG,1562718296,37,27.18,31.19,84.2,11.41
470,amuntai,99,ID,1562718297,80,-2.42,115.25,77.63,0.98
471,sola,63,TZ,1562718297,59,-3.17,33.8,70.07,4.09
472,palmer,20,AU,1562718297,71,-34.85,139.16,57.0,25.28
473,lerwick,94,GB,1562718297,87,60.15,-1.15,53.6,13.87
474,tubuala,40,PA,1562718298,100,9.52,-79.03,75.2,3.36
475,novo aripuana,41,BR,1562718298,89,-5.12,-60.38,74.39,2.77
476,barra do bugres,0,BR,1562718298,45,-15.07,-57.19,72.41,3.42
477,naze,100,NG,1562718298,95,5.43,7.07,72.41,3.47
478,matara,72,BI,1562718299,93,-3.48,29.48,52.43,1.5
479,namibe,56,AO,1562718299,84,-15.19,12.15,67.19,5.46
480,kuching,75,MY,1562718299,100,1.56,110.34,73.4,0.85
481,ayan,18,IR,1562718300,75,38.23,44.7,50.99,3.47
482,kortkeros,75,RU,1562718300,100,61.81,51.56,57.0,4.47
483,kalamata,0,GR,1562718300,73,37.04,22.11,73.4,3.36
484,state college,40,US,1562718300,73,40.79,-77.86,79.0,3.36
485,hasaki,75,JP,1562718301,73,35.73,140.83,73.99,12.75
486,oktyabrskoye,75,RU,1562718301,100,56.73,85.44,61.0,4.47
487,saint-pierre,0,FR,1562718301,66,48.95,4.24,57.2,5.82
488,mareeba,40,AU,1562718301,73,-16.99,145.42,75.99,9.17
489,mecca,0,SA,1562718110,31,21.43,39.83,82.31,5.7
490,pouembout,0,NC,1562718302,63,-21.12,164.9,68.63,12.35
